,category,contract_address,from,time,to,token,value,blockchain,ticker,decimal,calc_value
300,from,0x853d955acef822db058eb8505911ed77f175b99e,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2023-01-19 00:00:00.000 UTC,0x2796317b0ff8538f253012862c06787adfb8ceb6,Frax,8.90583674689835e+21,ethereum,FRAX,18.0,8905.836746898349
301,from,0x853d955acef822db058eb8505911ed77f175b99e,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-02-22 00:00:00.000 UTC,0xa08aae1fd06fb866896ecbecae9c7768f33e8a54,Frax,7e+21,ethereum,FRAX,18.0,6999.999999999999
302,from,0x853d955acef822db058eb8505911ed77f175b99e,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-01-23 00:00:00.000 UTC,0x42980e3e602178354e065723d9652bef79ae3673,Frax,5.199369845526445e+22,ethereum,FRAX,18.0,51993.69845526445
303,in,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-12-13 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Wrapped BTC,1038229.0,ethereum,WBTC,8.0,0.01038229
304,in,0x853d955acef822db058eb8505911ed77f175b99e,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-01-20 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Frax,5.199369845526445e+22,ethereum,FRAX,18.0,51993.69845526445
305,in,0x853d955acef822db058eb8505911ed77f175b99e,0x2796317b0ff8538f253012862c06787adfb8ceb6,2021-12-17 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Frax,6.636534148742436e+22,ethereum,FRAX,18.0,66365.34148742435
306,in,0x853d955acef822db058eb8505911ed77f175b99e,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-03-09 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Frax,4.6e+21,ethereum,FRAX,18.0,4599.999999999999
307,in,0x853d955acef822db058eb8505911ed77f175b99e,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-07-04 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Frax,1.1841343173357279e+22,ethereum,FRAX,18.0,11841.343173357278
308,from,0x853d955acef822db058eb8505911ed77f175b99e,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2023-01-19 00:00:00.000 UTC,0x2796317b0ff8538f253012862c06787adfb8ceb6,Frax,4e+22,ethereum,FRAX,18.0,39999.99999999999
309,from,0xdac17f958d2ee523a2206206994597c13d831ec7,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-12-13 00:00:00.000 UTC,0x1388a318b1c32c31356c7a64e76a5b02c78d5e94,Tether USD,15000000000.0,ethereum,USDT,6.0,15000.0
310,in,0x6b175474e89094c44da98b954eedeac495271d0f,0x1116898dda4015ed8ddefb84b6e8bc24528af2d8,2023-02-07 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Dai Stablecoin,1.627640508862561e+21,ethereum,DAI,18.0,1627.6405088625609
311,from,0xdac17f958d2ee523a2206206994597c13d831ec7,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-08-10 00:00:00.000 UTC,0x008023b8d69ab99a7a225ae30d239ae9c8b0c29a,Tether USD,16666000000.0,ethereum,USDT,6.0,16666.0
312,from,0xdac17f958d2ee523a2206206994597c13d831ec7,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-09-19 00:00:00.000 UTC,0x300b929c3d13379fc3e556bfc5e4903ac0829dff,Tether USD,20000000000.0,ethereum,USDT,6.0,20000.0
313,from,0xdac17f958d2ee523a2206206994597c13d831ec7,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-12-13 00:00:00.000 UTC,0xffb57ddc67443637802015214e7267326dbfacb4,Tether USD,12250000000.0,ethereum,USDT,6.0,12250.0
314,from,0xdac17f958d2ee523a2206206994597c13d831ec7,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-08-15 00:00:00.000 UTC,0x2988ffede2af2b164dffe9821ed79a0d551c8545,Tether USD,18750000000.0,ethereum,USDT,6.0,18750.0
315,from,0xdac17f958d2ee523a2206206994597c13d831ec7,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-09-03 00:00:00.000 UTC,0x61552985442976ed85073150eac80b38e97ef955,Tether USD,16666000000.0,ethereum,USDT,6.0,16666.0
316,from,0xdac17f958d2ee523a2206206994597c13d831ec7,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-03-10 00:00:00.000 UTC,0x3416cf6c708da44db2624d63ea0aaef7113527c6,Tether USD,52752567183.0,ethereum,USDT,6.0,52752.567183
317,from,0xdac17f958d2ee523a2206206994597c13d831ec7,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-09-06 00:00:00.000 UTC,0x8220f83d954c600d1408450febb9bce6d8a77c72,Tether USD,12500000000.0,ethereum,USDT,6.0,12500.0
318,from,0xdac17f958d2ee523a2206206994597c13d831ec7,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-07-13 00:00:00.000 UTC,0xd85e2ce060c52562df2a6b893b09c8ed78b2a9d8,Tether USD,12500000000.0,ethereum,USDT,6.0,12500.0
319,from,0xdac17f958d2ee523a2206206994597c13d831ec7,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-12-13 00:00:00.000 UTC,0xe16a782e71b5588e77418d76e5c588c436ed58ff,Tether USD,15000000000.0,ethereum,USDT,6.0,15000.0
320,from,0xdac17f958d2ee523a2206206994597c13d831ec7,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-05-09 00:00:00.000 UTC,0x3416cf6c708da44db2624d63ea0aaef7113527c6,Tether USD,148455456303.0,ethereum,USDT,6.0,148455.45630299998
321,from,0xdac17f958d2ee523a2206206994597c13d831ec7,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-10-03 00:00:00.000 UTC,0x61552985442976ed85073150eac80b38e97ef955,Tether USD,20000000000.0,ethereum,USDT,6.0,20000.0
322,from,0xdac17f958d2ee523a2206206994597c13d831ec7,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-07-13 00:00:00.000 UTC,0x4344764b9ca7dc2e3cb086cf485c08415590c81d,Tether USD,27500000000.0,ethereum,USDT,6.0,27500.0
323,from,0xdac17f958d2ee523a2206206994597c13d831ec7,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-09-20 00:00:00.000 UTC,0x49585bb22952f8e9c6fa09875842ae4d644d9327,Tether USD,1000000000.0,ethereum,USDT,6.0,1000.0
324,from,0xdac17f958d2ee523a2206206994597c13d831ec7,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-01-20 00:00:00.000 UTC,0xb3dad3c24a861b84fdf380b212662620627d4e15,Tether USD,5420657215.0,ethereum,USDT,6.0,5420.657215
325,from,0xdac17f958d2ee523a2206206994597c13d831ec7,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2021-11-12 00:00:00.000 UTC,0x11b815efb8f581194ae79006d24e0d814b7697f6,Tether USD,21051829302.0,ethereum,USDT,6.0,21051.829302
326,from,0xdac17f958d2ee523a2206206994597c13d831ec7,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-07-24 00:00:00.000 UTC,0x2988ffede2af2b164dffe9821ed79a0d551c8545,Tether USD,18750000000.0,ethereum,USDT,6.0,18750.0
327,from,0xdac17f958d2ee523a2206206994597c13d831ec7,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-08-15 00:00:00.000 UTC,0xd85e2ce060c52562df2a6b893b09c8ed78b2a9d8,Tether USD,12500000000.0,ethereum,USDT,6.0,12500.0
328,from,0xdac17f958d2ee523a2206206994597c13d831ec7,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-09-06 00:00:00.000 UTC,0x4344764b9ca7dc2e3cb086cf485c08415590c81d,Tether USD,32000000000.0,ethereum,USDT,6.0,32000.0
329,in,0x6b175474e89094c44da98b954eedeac495271d0f,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-09-19 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Dai Stablecoin,5.131017193041769e+21,ethereum,DAI,18.0,5131.017193041768
330,in,0x6b175474e89094c44da98b954eedeac495271d0f,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-12-13 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Dai Stablecoin,2.8439696836184706e+21,ethereum,DAI,18.0,2843.9696836184703
331,in,0x6b175474e89094c44da98b954eedeac495271d0f,0x1116898dda4015ed8ddefb84b6e8bc24528af2d8,2021-11-12 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Dai Stablecoin,1.4494406243827145e+22,ethereum,DAI,18.0,14494.406243827143
332,in,0x6b175474e89094c44da98b954eedeac495271d0f,0x1116898dda4015ed8ddefb84b6e8bc24528af2d8,2022-03-09 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Dai Stablecoin,3.7593437775075635e+22,ethereum,DAI,18.0,37593.43777507563
333,in,0x6b175474e89094c44da98b954eedeac495271d0f,0x1116898dda4015ed8ddefb84b6e8bc24528af2d8,2022-02-23 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Dai Stablecoin,5.431096149330239e+23,ethereum,DAI,18.0,543109.6149330238
334,in,0x6b175474e89094c44da98b954eedeac495271d0f,0x1116898dda4015ed8ddefb84b6e8bc24528af2d8,2022-04-11 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Dai Stablecoin,3.534739498953843e+23,ethereum,DAI,18.0,353473.94989538426
335,in,0x6b175474e89094c44da98b954eedeac495271d0f,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-07-04 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Dai Stablecoin,8.085265008659173e+20,ethereum,DAI,18.0,808.5265008659172
336,in,0x6b175474e89094c44da98b954eedeac495271d0f,0x2796317b0ff8538f253012862c06787adfb8ceb6,2023-06-29 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Dai Stablecoin,3.3e+20,ethereum,DAI,18.0,329.99999999999994
337,in,0xea12642633b5cf03d9111efb13512d46502a7597,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,2023-01-17 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Synapse Chain,8e+24,ethereum,SYNCH,18.0,7999999.999999999
338,in,0x6b175474e89094c44da98b954eedeac495271d0f,0x2796317b0ff8538f253012862c06787adfb8ceb6,2023-02-07 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Dai Stablecoin,9.948069281043178e+20,ethereum,DAI,18.0,994.8069281043176
339,in,0x6b175474e89094c44da98b954eedeac495271d0f,0x1116898dda4015ed8ddefb84b6e8bc24528af2d8,2022-12-13 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Dai Stablecoin,3.1692732975912367e+22,ethereum,DAI,18.0,31692.732975912364
340,in,0x6b175474e89094c44da98b954eedeac495271d0f,0x1116898dda4015ed8ddefb84b6e8bc24528af2d8,2021-11-25 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Dai Stablecoin,2.8621638589156085e+21,ethereum,DAI,18.0,2862.163858915608
341,in,0x6b175474e89094c44da98b954eedeac495271d0f,0x1116898dda4015ed8ddefb84b6e8bc24528af2d8,2021-11-15 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Dai Stablecoin,3.378635705798321e+20,ethereum,DAI,18.0,337.86357057983207
342,in,0x6b175474e89094c44da98b954eedeac495271d0f,0x1116898dda4015ed8ddefb84b6e8bc24528af2d8,2022-07-04 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Dai Stablecoin,9.372277802315354e+22,ethereum,DAI,18.0,93722.77802315353
343,from,0xdac17f958d2ee523a2206206994597c13d831ec7,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-08-22 00:00:00.000 UTC,0x348ee8db6fdd575fc52114e33286392b4dfa69f6,Tether USD,45308600000.0,ethereum,USDT,6.0,45308.6
344,from,0xdac17f958d2ee523a2206206994597c13d831ec7,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-05-10 00:00:00.000 UTC,0x348ee8db6fdd575fc52114e33286392b4dfa69f6,Tether USD,52380000000.0,ethereum,USDT,6.0,52380.0
345,from,0xdac17f958d2ee523a2206206994597c13d831ec7,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2023-01-19 00:00:00.000 UTC,0x0d745ad687f2b1e1941569f09f612f60ad4ad5bc,Tether USD,29599428833.0,ethereum,USDT,6.0,29599.428832999998
346,from,0xdac17f958d2ee523a2206206994597c13d831ec7,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-08-01 00:00:00.000 UTC,0x2d2c027e0d1a899a1965910dd272bcae1cd03c22,Tether USD,15000000000.0,ethereum,USDT,6.0,15000.0
347,from,0xdac17f958d2ee523a2206206994597c13d831ec7,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-08-13 00:00:00.000 UTC,0xca7324b366f8dacf9716db2fd2981f855ef1823c,Tether USD,22000000000.0,ethereum,USDT,6.0,22000.0
348,from,0xdac17f958d2ee523a2206206994597c13d831ec7,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-09-19 00:00:00.000 UTC,0x9eaf1c1b77e87a46cfb6ecaf44da9cfb33c5469f,Tether USD,11050000000.0,ethereum,USDT,6.0,11050.0
349,from,0xdac17f958d2ee523a2206206994597c13d831ec7,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-08-24 00:00:00.000 UTC,0x4b23d742b303b03a764ae5fb29a4f06e57122105,Tether USD,10200000000.0,ethereum,USDT,6.0,10200.0
350,from,0xdac17f958d2ee523a2206206994597c13d831ec7,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-09-06 00:00:00.000 UTC,0x2988ffede2af2b164dffe9821ed79a0d551c8545,Tether USD,18750000000.0,ethereum,USDT,6.0,18750.0
351,from,0xdac17f958d2ee523a2206206994597c13d831ec7,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-08-22 00:00:00.000 UTC,0xffb57ddc67443637802015214e7267326dbfacb4,Tether USD,12000000000.0,ethereum,USDT,6.0,12000.0
352,in,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x0000000000000000000000000000000000000000,2023-01-06 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Synapse,2e+23,ethereum,SYN,18.0,199999.99999999997
353,in,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x0000000000000000000000000000000000000000,2023-01-19 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Synapse,3e+23,ethereum,SYN,18.0,300000.0
354,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2023-01-06 00:00:00.000 UTC,0x0000000000000000000000000000000000000000,Synapse,1e+23,ethereum,SYN,18.0,99999.99999999999
355,in,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x2796317b0ff8538f253012862c06787adfb8ceb6,2021-10-24 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Synapse,8.771906644798971e+22,ethereum,SYN,18.0,87719.0664479897
356,in,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x76750e4d709cfa3577b75e1fb04a827867e9e6bb,2022-02-24 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Synapse,1.5347159485122088e+24,ethereum,SYN,18.0,1534715.9485122086
357,in,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x76750e4d709cfa3577b75e1fb04a827867e9e6bb,2022-03-16 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Synapse,1.5410757943503992e+24,ethereum,SYN,18.0,1541075.794350399
358,in,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x0000000000000000000000000000000000000000,2023-04-28 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Synapse,3e+23,ethereum,SYN,18.0,300000.0
359,in,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x0000000000000000000000000000000000000000,2023-05-15 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Synapse,2e+23,ethereum,SYN,18.0,199999.99999999997
360,in,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-02-18 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Synapse,5.76727776545456e+21,ethereum,SYN,18.0,5767.27776545456
361,in,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x0000000000000000000000000000000000000000,2023-01-06 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Synapse,1e+23,ethereum,SYN,18.0,99999.99999999999
362,in,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x0000000000000000000000000000000000000000,2023-03-28 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Synapse,2e+23,ethereum,SYN,18.0,199999.99999999997
363,in,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-02-02 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Synapse,4.578071999743822e+21,ethereum,SYN,18.0,4578.071999743822
364,in,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-04-29 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Synapse,3.081038364741917e+21,ethereum,SYN,18.0,3081.0383647419167
365,in,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x0000000000000000000000000000000000000000,2021-12-07 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Synapse,2.5e+23,ethereum,SYN,18.0,249999.99999999997
366,in,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x0000000000000000000000000000000000000000,2023-03-05 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Synapse,3e+23,ethereum,SYN,18.0,300000.0
367,in,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x0000000000000000000000000000000000000000,2023-06-06 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Synapse,1e+24,ethereum,SYN,18.0,999999.9999999999
368,in,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0xd85e2ce060c52562df2a6b893b09c8ed78b2a9d8,2022-09-07 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Synapse,2e+22,ethereum,SYN,18.0,19999.999999999996
369,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2023-04-28 00:00:00.000 UTC,0x0000000000000000000000000000000000000000,Synapse,3e+23,ethereum,SYN,18.0,300000.0
370,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2023-02-07 00:00:00.000 UTC,0xd10ef2a513cee0db54e959ef16cac711470b62cf,Synapse,1.5e+23,ethereum,SYN,18.0,150000.0
371,in,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x76750e4d709cfa3577b75e1fb04a827867e9e6bb,2022-02-24 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Synapse,1.5371562648977086e+24,ethereum,SYN,18.0,1537156.2648977085
372,in,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-03-09 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Synapse,9.470697726606634e+21,ethereum,SYN,18.0,9470.697726606633
373,in,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-09-19 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Synapse,2.908897032491721e+22,ethereum,SYN,18.0,29088.970324917205
374,in,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x2796317b0ff8538f253012862c06787adfb8ceb6,2023-02-07 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Synapse,1.0644660563934657e+22,ethereum,SYN,18.0,10644.660563934656
375,in,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x5f99880830fd4a6f3ff0c5371db57ddec57259e2,2022-12-13 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Synapse,1.4338197997220995e+19,ethereum,SYN,18.0,14.338197997220993
376,in,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x0000000000000000000000000000000000000000,2021-11-29 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Synapse,6e+24,ethereum,SYN,18.0,5999999.999999999
377,in,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x0000000000000000000000000000000000000000,2022-03-18 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Synapse,3e+23,ethereum,SYN,18.0,300000.0
378,in,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x0000000000000000000000000000000000000000,2022-03-21 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Synapse,2.999999e+24,ethereum,SYN,18.0,2999998.9999999995
379,in,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-04-11 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Synapse,1.043126989294123e+22,ethereum,SYN,18.0,10431.269892941229
380,in,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x0000000000000000000000000000000000000000,2022-12-13 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Synapse,3e+24,ethereum,SYN,18.0,2999999.9999999995
381,in,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x0000000000000000000000000000000000000000,2021-09-30 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Synapse,2e+24,ethereum,SYN,18.0,1999999.9999999998
382,in,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-03-20 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Synapse,5.962829298232665e+21,ethereum,SYN,18.0,5962.829298232664
383,in,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x0000000000000000000000000000000000000000,2023-04-05 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Synapse,1e+25,ethereum,SYN,18.0,10000000.0
384,in,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-12-13 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Synapse,1.225924734721825e+22,ethereum,SYN,18.0,12259.247347218248
385,in,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x2796317b0ff8538f253012862c06787adfb8ceb6,2023-06-29 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Synapse,2.538848657598661e+22,ethereum,SYN,18.0,25388.486575986604
386,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-12-13 00:00:00.000 UTC,0x8263393b57effbd75a76204a754dba9abd98e118,Synapse,6.8e+23,ethereum,SYN,18.0,679999.9999999999
387,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2021-11-29 00:00:00.000 UTC,0x76750e4d709cfa3577b75e1fb04a827867e9e6bb,Synapse,1.5e+24,ethereum,SYN,18.0,1499999.9999999998
388,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-09-06 00:00:00.000 UTC,0x4344764b9ca7dc2e3cb086cf485c08415590c81d,Synapse,1.8e+22,ethereum,SYN,18.0,17999.999999999996
389,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-06-02 00:00:00.000 UTC,0x2d2c027e0d1a899a1965910dd272bcae1cd03c22,Synapse,8.1e+21,ethereum,SYN,18.0,8099.999999999999
390,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-01-20 00:00:00.000 UTC,0x589e9e775ef3ab93e7879fa3d9674e80b51881df,Synapse,1.5e+22,ethereum,SYN,18.0,14999.999999999998
391,in,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-01-20 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Synapse,5.545672474030733e+22,ethereum,SYN,18.0,55456.72474030733
392,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-07-04 00:00:00.000 UTC,0x7db280ba0fd96619d55cd18270435a41e25948a4,Synapse,1.5e+21,ethereum,SYN,18.0,1499.9999999999998
393,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-03-16 00:00:00.000 UTC,0x7eba8a9cacb4bfbf7e1258b402a8e7aa004ed9fd,Synapse,1.541075e+24,ethereum,SYN,18.0,1541074.9999999998
394,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2021-12-07 00:00:00.000 UTC,0xd10ef2a513cee0db54e959ef16cac711470b62cf,Synapse,1e+23,ethereum,SYN,18.0,99999.99999999999
395,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2021-10-08 00:00:00.000 UTC,0x0000000000000000000000000000000000000000,Synapse,2e+23,ethereum,SYN,18.0,199999.99999999997
396,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2023-01-06 00:00:00.000 UTC,0x0000000000000000000000000000000000000000,Synapse,2e+23,ethereum,SYN,18.0,199999.99999999997
397,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2023-04-06 00:00:00.000 UTC,0x2a6eaf352a384f9e261e76d57d98ba1a87e7a9fd,Synapse,1.365e+22,ethereum,SYN,18.0,13649.999999999998
